"sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note","group"
"MG165.1",1.44906188308273,0.116599787552918,0.480185848160867,5.07311131082987,1.44349772742102,21.3791620031293,21.2566666666667,0.0601510572565079,"","MG1655"
"MG165.2",1.38767894115223,0.118895138866905,0.488830670846843,4.84333800471737,1.4179699063464,20.7800203498652,20.6541666666667,0.0618919212784621,"","MG1655"
"MG165.3",1.37727532920213,0.119571666282949,0.499078365960483,4.71494478317772,1.38885439208725,20.8024423588865,20.6948333333333,0.0591405888018635,"","MG1655"
"MG165.4",1.40126159418035,0.120381851110954,0.492302719530262,4.80321059190868,1.40796943234708,21.0406057188079,20.9193333333333,0.0597783810184163,"","MG1655"
"MG165.5",1.45242561039226,0.106370282220221,0.541444232328459,4.68747698838166,1.28018203754631,22.0369510657146,21.9075,0.0593321529891004,"","MG1655"
"MG165.6",1.43488235826366,0.102106247141564,0.565944064907256,4.53932746524521,1.22476269924932,21.9974894614236,21.8945,0.0511828403516741,"","MG1655"
"MG165.7",1.47464561192945,0.12205632098387,0.503195269642466,4.78003985176226,1.37749144790738,22.1922385028397,22.0618333333333,0.0672639105489998,"","MG1655"
"MG165.8",1.43672481627522,0.106326369232534,0.557604206724924,4.53138697889611,1.24308097428305,22.0264937846519,21.8953333333333,0.0608445047978334,"","MG1655"
"MG165.9",1.4006350681959,0.114586087344296,0.473699129088354,5.10451349457012,1.46326462937334,20.6133229019873,20.4746666666667,0.0660565711289274,"","MG1655"
"MG165.10",1.3906668357086,0.132751421780599,0.472055265634432,4.76370668838989,1.46836023453392,20.8952602640257,20.7533333333333,0.0743518091374227,"","MG1655"
"MG165.11",1.47192298392332,0.152892508222382,0.394199946433838,5.4665586925065,1.75836447171177,20.994709703203,20.854,0.0778942995966848,"","MG1655"
"MG165.12",1.44535031388632,0.114417279865589,0.503200091317047,4.87635720188438,1.37747824875338,21.6235000455037,21.4951666666667,0.0615196869898369,"","MG1655"
"MG165.13",1.37978984792126,0.102839962481393,0.56941975900689,4.42389916026998,1.21728684260772,21.304396900154,21.1875,0.060726763084212,"","MG1655"
"MG165.14",1.38873804699172,0.110101956049677,0.526445033064461,4.65792679416556,1.31665632122143,21.0890412076017,20.9545,0.0644224849524837,"","MG1655"
"MG165.15",1.46859469112844,0.100943697129996,0.568950105071984,4.58087100047222,1.2182916821366,22.4610376409428,22.3271666666667,0.0589418148711121,"","MG1655"
"MG165.16",1.44932726406617,0.107210595703877,0.569590018220158,4.43688984150885,1.21692297685601,22.3608499579177,22.2263333333333,0.0630503874222934,"","MG1655"
"SL598R.1",1.3938384895922,0.0889319513692467,0.467665347780392,5.74345571206856,1.48214355382481,19.6786092901337,19.5075,0.065881234332145,"","SL598R"
"SL598R.2",1.51013598658239,0.113834709226841,0.394953662132629,6.34716129493326,1.75500887070438,20.3353427127854,20.1233333333333,0.0860741198949278,"","SL598R"
"SL598R.3",1.44441298243088,0.0893634046301452,0.466009023302196,5.83439790064043,1.48741150042165,20.2672358603091,20.0858333333333,0.0673810843706192,"","SL598R"
"SL598R.4",1.38131766427067,0.0773879170179032,0.511252309639668,5.52429232190737,1.35578298130032,19.841425622239,19.6703333333333,0.0620470212567967,"","SL598R"
"SL598R.5",1.56594464193588,0.0944206934185464,0.478441189639745,5.74008601859644,1.44876151044159,22.1302471738483,21.9278333333333,0.0755570984361625,"","SL598R"
"SL598R.6",1.49794995897729,0.0901121534431515,0.470843079588396,5.83794348990622,1.47214052963438,21.0207093062112,20.8205,0.0742607250525488,"","SL598R"
"SL598R.7",1.77401025732976,0.117476119741524,0.386595910419953,6.84499675702672,1.79295011115609,23.051001826386,22.8425,0.0786543148524453,"","SL598R"
"SL598R.8",1.42631758362943,0.0773748423437126,0.524110002083179,5.45384500429409,1.32252232890976,20.596980002126,20.416,0.0671693287075252,"","SL598R"
"SL598R.9",1.37381064315098,0.0783172629342498,0.50201643575186,5.58921708521301,1.38072607029655,19.639031473343,19.4611666666667,0.0664370050039474,"","SL598R"
"SL598R.10",1.49442373711946,0.0908893976497971,0.470302278321324,5.81988570294113,1.47383334614928,20.9957475778548,20.7883333333333,0.0776476842205334,"","SL598R"
"SL598R.11",1.53296176108128,0.0840572028473548,0.501592601820922,5.67605165851111,1.38189275129583,21.788030586034,21.594,0.0700252241867472,"","SL598R"
"SL598R.12",1.44897994485571,0.0880575023898893,0.485497087603143,5.63943234246116,1.4277061557299,20.623850753031,20.4345,0.0728751364917695,"","SL598R"
"SL598R.13",1.46592806157834,0.0807824728228904,0.511358607896338,5.55735342274783,1.3555011490106,21.0111627028678,20.8236666666667,0.0689173336900383,"","SL598R"
"SL598R.14",1.45752068658749,0.0828815438817534,0.491849522251878,5.71014914251645,1.40926675578833,20.6568876340162,20.466,0.0697541368178521,"","SL598R"
"SL598R.15",1.49443655857886,0.0868695280672851,0.477362325813413,5.83458416480154,1.45203578723738,20.9854533268355,20.7915,0.0720263219330033,"","SL598R"
"SL598R.16",1.436850487756,0.0739701395076965,0.528242222283354,5.51582972308104,1.31217678428616,20.6691163464769,20.4933333333333,0.0624969136902491,"","SL598R"
