group,mean_t_gen,sd_t_gen,mean_t_mid,sd_t_mid,mean_r,sd_r
MG1655,2.09679167333734,0.266975598852483,8.03585564204902,0.413627829166774,0.335671683665882,0.0432114262004719
SL598R,1.73156413909043,0.0583743229985599,8.21203698143225,0.122489715349666,0.400731823454637,0.0136328997718038
