"sample","k","n0","r","t_mid","t_gen","auc_l","auc_e","sigma","note","group"
"MG165.1",1.11925693928427,0.051435126355272,0.587974610727046,5.1584792561745,1.17887263822982,17.2683027600902,17.0973333333333,0.0790315849043611,"","MG1655"
"MG165.2",1.26061545320585,0.0567975358823991,0.53494799460695,5.70851834444768,1.29572815964892,18.7486217147904,18.589,0.0580850716750398,"","MG1655"
"MG165.3",1.28746117344847,0.0437389195259593,0.594144042717648,5.63436713386863,1.16663154172085,19.2788921522207,19.1456666666667,0.0487254877158243,"","MG1655"
"MG165.4",1.18556978952576,0.0571931922739141,0.548488227194351,5.43694507226135,1.26374121848624,17.9495337217388,17.7546666666667,0.0802563261643236,"","MG1655"
"MG165.5",1.14378966773924,0.0752993652167307,0.476895657295631,5.56207684771166,1.45345668377571,17.1149255962255,16.9016666666667,0.0941575091838833,"","MG1655"
"MG165.6",1.27233186161628,0.109837438327804,0.358724804613585,6.57696894833975,1.93225328063555,17.6291156841199,17.4013333333333,0.0989439858502985,"","MG1655"
"MG165.7",1.18067185694468,0.0903662985063532,0.404132403003487,6.16219301525119,1.71514873692018,16.9007013702569,16.6755,0.0963666960204037,"","MG1655"
"MG165.8",1.21083287953283,0.0962233032349274,0.377509637687111,6.48880891118539,1.83610459538636,16.9165868701297,16.7045,0.0893265495104008,"","MG1655"
"MG165.9",1.03955243511361,0.0449028634040334,0.599466992221618,5.1677389421808,1.1562724713018,16.0355374849231,15.865,0.0855249887401102,"","MG1655"
"MG165.10",1.07725642040912,0.0538639028504702,0.555570761363489,5.29980704911259,1.24763077678677,16.454968016724,16.2663333333333,0.0886548899529295,"","MG1655"
"MG165.11",1.14506272542563,0.0831721681523258,0.436994278260708,5.8282075883229,1.58616992267898,16.7973709016952,16.5853333333333,0.0947632877567803,"","MG1655"
"MG165.12",1.10724871227656,0.0723180506003155,0.475521072583035,5.59600005721143,1.45765817862658,16.5314976906761,16.3255,0.094594241371293,"","MG1655"
"MG165.13",1.18446492003425,0.0890918454786968,0.416225486342681,6.02842104730629,1.66531652506563,17.1223848695707,16.8881666666667,0.102233729863659,"","MG1655"
"MG165.14",1.18182321461743,0.0939441824082631,0.397206395014196,6.16627644120545,1.7450554403465,16.8998195369157,16.6738333333333,0.101614185991013,"","MG1655"
"MG165.15",1.26654859151279,0.107703417850446,0.349857096894064,6.7907667181603,1.98122944114474,17.2808709420562,17.0491666666667,0.101538620386353,"","MG1655"
"MG165.16",1.34299515447923,0.110086650419098,0.346814400736955,6.96586849492617,1.99861130070452,18.1022200101481,17.853,0.105459847133812,"","MG1655"
"SL598R.1",1.31495241102971,0.0374913778415875,0.516014552305271,6.8380219533286,1.34327060634888,18.112326055467,17.9156666666667,0.0566666026782071,"","SL598R"
"SL598R.2",1.45197023240531,0.0370491736566778,0.512755875809984,7.10393218969339,1.35180738682907,19.6221953352015,19.4153333333333,0.0568902425914869,"","SL598R"
"SL598R.3",1.34744425394887,0.0421249020426524,0.478109162096286,7.1815480916453,1.44976761691999,18.0853942087937,17.8841666666667,0.0562463720556443,"","SL598R"
"SL598R.4",1.42459543785719,0.0446213161943936,0.475927434916645,7.2103604191919,1.45641358263229,19.0794846939373,18.8651666666667,0.059915549845179,"","SL598R"
"SL598R.5",1.38023581159718,0.0401847363853508,0.483782628565861,7.24907338410934,1.4327657498053,18.4394699309985,18.2363333333333,0.0568754547342567,"","SL598R"
"SL598R.6",1.34595360290594,0.0405796982800873,0.474831065909779,7.30991956021346,1.45977639275112,17.8957714661356,17.6891666666667,0.0572050068081245,"","SL598R"
"SL598R.7",1.42522304104388,0.0436750067150212,0.47640893218786,7.25045999414346,1.45494161366106,19.0329858159028,18.8261666666667,0.0580686991100946,"","SL598R"
"SL598R.8",1.39391168707882,0.0397044772210336,0.496348861028688,7.11094110725111,1.39649193336193,18.8176879315219,18.6168333333333,0.057309630755997,"","SL598R"
"SL598R.9",1.35213864499237,0.0368335156979577,0.495652782990796,7.21354927183926,1.39845311949518,18.118600489796,17.9245,0.0535719106344688,"","SL598R"
"SL598R.10",1.33569336053309,0.0367487261548312,0.491270790767503,7.25710524304153,1.41092691360106,17.838952202958,17.6858333333333,0.0403305155405082,"","SL598R"
"SL598R.11",1.39566156595851,0.0417095408581727,0.480087006817232,7.24879672071106,1.4437949178321,18.6432307328436,18.4321666666667,0.0584452042799588,"","SL598R"
"SL598R.12",1.60754819809187,0.0645418618594932,0.403919988533908,7.85842249589307,1.71605070369464,20.4492659219021,20.2011666666667,0.0717131493921567,"","SL598R"
"SL598R.13",1.5242355422877,0.0554281091299365,0.41611643149424,7.87548623997558,1.66575296743489,19.3789179597471,19.1556666666667,0.0632888971286517,"","SL598R"
"SL598R.14",1.37939283132027,0.0368121524461586,0.49100549960668,7.32480777359447,1.41168923996817,18.3316840185652,18.14,0.0504277344879559,"","SL598R"
"SL598R.15",1.39206898222328,0.0376099671285058,0.49538630902789,7.2345324021968,1.39920536342663,18.6251116504781,18.415,0.0575368756741188,"","SL598R"
"SL598R.16",1.43932991902753,0.0410210528139735,0.486432288447723,7.25472691340584,1.42496128859349,19.2229905882348,19.0001666666667,0.0615362742834693,"","SL598R"
