group,mean_t_gen,sd_t_gen,mean_t_mid,sd_t_mid,mean_r,sd_r
MG1655,1.81651913286881,0.161282980449891,7.6855478937456,0.317042977204369,0.384107588067877,0.0306466172392718
SL598R,1.82773400380919,0.150816332774173,8.53277751140846,0.291039740123906,0.381709050081162,0.0320094728692292
