group,mean_t_gen,sd_t_gen,mean_t_mid,sd_t_mid,mean_r,sd_r
MG1655,1.29171217899728,0.068647499474661,5.79792690855464,0.175839381266526,0.538033796931736,0.0286312439314093
SL598R,1.49235333655501,0.0561784431205337,8.16491238262334,0.220756195454531,0.465149613047918,0.0193981777330087
