group,mean_t_gen,sd_t_gen,mean_t_mid,sd_t_mid,mean_r,sd_r
MG1655,1.5424925569662,0.304391276416683,5.91071524172913,0.569709050890843,0.46627961632891,0.0923086113613273
SL598R,1.45100433727224,0.100188984122707,7.28260523501463,0.254543670825343,0.479628100656647,0.0298325447693511
