group,mean_t_gen,sd_t_gen,mean_t_mid,sd_t_mid,mean_r,sd_r
MG1655,1.36377712652387,0.140493669422565,4.7677224280429,0.271524816798165,0.51288404537117,0.0483790855495898
SL598R,1.45686626163669,0.136145500970655,5.7917926088529,0.349327275981003,0.479255725395524,0.0398649220863511
