ID,Species,"Culture collection number","Isolation source",Country,Continent,"Category 1","Category 2","Category 3"
2620,,,,,,#Environmental,#Aquatic,#Marine
2620,,,,,,#Environmental,#Aquatic,#Sediment
2620,,,,,,#Environmental,#Aquatic,#Marine
130250,"Clostridium oryzae","DSM 28571, NBRC 110163","rice field soil",Japan,Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
130250,,,,,,#Environmental,#Terrestrial,#Soil
130250,,,,,,#Engineered,#Agriculture,#Field
2771,"Alkalithermobacter paradoxus","DSM 8681","hot spring mixed sediment-water sample","New Zealand","Australia and Oceania",#Condition,"#Thermophilic (>45°C)",
2771,,,,,,#Environmental,#Aquatic,"#Thermal spring"
2771,,,,,,#Environmental,#Aquatic,#Sediment
2782,"Clostridium pascui","DSM 10364","soil, donkey pasture",Pakistan,Asia,#Host,#Mammals,"#Equidae (Horse)"
2782,,,,,,#Environmental,#Terrestrial,#Soil
2782,,,,,,#Environmental,#Terrestrial,#Grassland
2783,"Clostridium pascui","DSM 10365, CIP 105172, JCM 11012","Environment, Donkey, pasture soil###soil, donkey pasture",Pakistan,Asia,#Host,#Mammals,"#Equidae (Horse)"
2783,,,,,,#Environmental,#Terrestrial,#Soil
2783,,,,,,#Environmental,#Terrestrial,#Grassland
2783,,,,,,#Host,#Mammals,"#Equidae (Horse)"
2783,,,,,,#Environmental,#Terrestrial,#Soil
2783,,,,,,#Environmental,#Terrestrial,#Grassland
2784,"Clostridium pascui","DSM 10366","soil, donkey pasture",Pakistan,Asia,#Host,#Mammals,"#Equidae (Horse)"
2784,,,,,,#Environmental,#Terrestrial,#Soil
2784,,,,,,#Environmental,#Terrestrial,#Grassland
2785,"Clostridium pascui","DSM 10367","soil, donkey pasture",Pakistan,Asia,#Host,#Mammals,"#Equidae (Horse)"
2785,,,,,,#Environmental,#Terrestrial,#Soil
2785,,,,,,#Environmental,#Terrestrial,#Grassland
2841,"Clostridium phytofermentans","DSM 18823, ATCC 700394","forest soil",USA,"North America",#Environmental,#Terrestrial,#Soil
2841,,,,,,#Environmental,#Terrestrial,#Forest
2499,"Clostridium polyendosporum","DSM 5272, JCM 30710, VKM B-1724","Meadow-gley soil under rice###meadow-gley soil, rice field",Burma,Asia,#Environmental,#Terrestrial,#Soil
2499,,,,,,#Engineered,#Agriculture,#Meadow
2499,,,,,,#Environmental,#Terrestrial,#Soil
2499,,,,,,#Engineered,#Agriculture,#Meadow
2825,"Clostridium psychrophilum","DSM 14207, ATCC BAA-582","microbial mat sample",Antarctica,"Australia and Oceania",#Environmental,"#Microbial community","#Microbial mat"
2768,"Clostridium quinii","DSM 6736","anaerobic sludge, wastewater plant, sugar refinery",Netherlands,Europe,#Condition,"#Anoxic (anaerobic)",
2768,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2768,,,,,,#Engineered,#Waste,"#Water treatment plant"
2768,,,,,,#Engineered,#Waste,"#Industrial wastewater"
2818,"Clostridium ragsdalei","DSM 15248","duck pond sediment",USA,"North America",#Host,#Birds,
2818,,,,,,#Environmental,#Aquatic,#Sediment
2818,,,,,,#Environmental,#Aquatic,"#Pond (small)"
2658,"Clostridium saccharoperbutylacetonicum","DSM 2152, ATCC 27022",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
2659,"Clostridium saccharoperbutylacetonicum","DSM 14923, ATCC 27021, NCIMB 12606",soil,Japan,Asia,#Environmental,#Terrestrial,#Soil
2660,"Clostridium sardiniense","DSM 599, ATCC 27555, NCTC 10984, JCM 1381, ATCC 33571, BCRC 14510, CIP 104302","Environment, Soil###soil",,,#Environmental,#Terrestrial,#Soil
2660,,,,,,#Environmental,#Terrestrial,#Soil
2660,,,,,,#Environmental,#Terrestrial,#Soil
2661,"Clostridium sardiniense","DSM 600, ATCC 27635, NCTC 10985",soil,,,#Environmental,#Terrestrial,#Soil
2663,"Clostridium sartagoforme","DSM 1292, ATCC 25778, NCIB 10668, NCIMB 10668, VPI 3195, JCM 1413, BCRC 14538, KCTC 5186, VPI 1395","garden soil",,,#Engineered,#Agriculture,#Garden
2663,,,,,,#Environmental,#Terrestrial,#Soil
2832,"Clostridium schirmacherense","DSM 17394, JCM 13289","Lake sediment of Schirmacher Oasis###lake sediment",Antarctica,"Antarctica###Australia and Oceania",#Environmental,#Aquatic,#Sediment
2832,,,,,,#Environmental,#Aquatic,"#Lake (large)"
2832,,,,,,#Environmental,#Aquatic,#Sediment
2832,,,,,,#Environmental,#Aquatic,"#Lake (large)"
507,"Clostridium sp.","DSM 3268","methanogenic, glucose-limited chemostat culture inoculated with digester sludge","United Kingdom",Europe,#Condition,"#Anoxic (anaerobic)",
507,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
507,,,,,,#Engineered,#Laboratory,"#Lab enrichment"
507,,,,,,#Engineered,#Biodegradation,
2535,"Clostridium sp.","DSM 4685","soil from sugar cane field",Brazil,"Middle and South America",#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
2535,,,,,,#Environmental,#Terrestrial,#Soil
2535,,,,,,#Engineered,#Agriculture,#Field
2629,"Clostridium sp.","DSM 12136",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
2651,"Clostridium sp.","DSM 10156",soil,USA,"North America",#Environmental,#Terrestrial,#Soil
2667,"Clostridium sp.","DSM 523, IFO 3353, NBRC 3353",soil,China,Asia,#Environmental,#Terrestrial,#Soil
2668,"Clostridium sp.","DSM 754, ATCC 13732",soil,Austria,Europe,#Environmental,#Terrestrial,#Soil
2672,"Clostridium sp.","DSM 1985","lake sediment",USA,"North America",#Environmental,#Aquatic,#Sediment
2672,,,,,,#Environmental,#Aquatic,"#Lake (large)"
2673,"Clostridium sp.","DSM 2575, ATCC 39252","mud hot spring",Iceland,Europe,#Condition,"#Thermophilic (>45°C)",
2673,,,,,,#Environmental,#Aquatic,"#Thermal spring"
2673,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2674,"Clostridium sp.","DSM 2634, ATCC 13726",mud,USA,"North America",#Environmental,#Terrestrial,"#Mud (Sludge)"
2676,"Clostridium sp.","DSM 5671","anaerobic digested sludge",Germany,Europe,#Condition,"#Anoxic (anaerobic)",
2676,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2677,"Clostridium sp.","DSM 5905, BKM B-1371, VKM B-1371","rice soil",Burma,Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
2677,,,,,,#Environmental,#Terrestrial,#Soil
2678,"Clostridium sp.","DSM 5906, BKM B-1364, VKM B-1364","rice soil",Russia,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
2678,,,,,,#Environmental,#Terrestrial,#Soil
2679,"Clostridium sp.","DSM 5907, BKM B-1360, VKM B-1360","rice soil",Russia,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
2679,,,,,,#Environmental,#Terrestrial,#Soil
2690,"Clostridium sp.","DSM 11261","polluted pond","New Zealand","Australia and Oceania",#Environmental,#Aquatic,"#Pond (small)"
2690,,,,,,#Engineered,#Contamination,
2691,"Clostridium sp.","DSM 11322, IAM 19228, JCM 7842","Thermal springs",France,Europe,#Environmental,#Aquatic,"#Thermal spring"
2700,"Clostridium sp.","DSM 17592","marine sediment",Canada,"North America",#Environmental,#Aquatic,#Sediment
2700,,,,,,#Environmental,#Aquatic,#Marine
23856,"Clostridium sp.","DSM 16654","sediment from tidal mud flats","New Zealand","Australia and Oceania",#Environmental,#Terrestrial,"#Tidal flat"
23856,,,,,,#Environmental,#Aquatic,#Sediment
23856,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
23857,"Clostridium sp.","DSM 16988, MBIC 6483","marine sediment",Palau,"Australia and Oceania",#Environmental,#Aquatic,#Sediment
23857,,,,,,#Environmental,#Aquatic,#Marine
131688,"Clostridium sp.","DSM 19740",sludge,Japan,Asia,#Environmental,#Terrestrial,"#Mud (Sludge)"
139729,"Clostridium sp.","DSM 21318, NBRC 103937",sludge,Japan,Asia,#Environmental,#Terrestrial,"#Mud (Sludge)"
153640,"Clostridium sp.","CCUG 50469",Environmental,Sweden,Europe,#Environmental,,
153641,"Clostridium sp.","CCUG 50470",Environmental,Sweden,Europe,#Environmental,,
153642,"Clostridium sp.","CCUG 50471",Environmental,Sweden,Europe,#Environmental,,
157673,"Clostridium sp.","DSM 105631","sediment sample",Germany,Europe,#Environmental,#Aquatic,#Sediment
157673,,,,,,#Environmental,#Terrestrial,#Sediment
2710,"Clostridium sporogenes","DSM 795, ATCC 3584, IFO 13950, NBRC 13950, NCIB 10696, JCM 1416, BCRC 11259, CCUG 15941, CECT 892, CIP 106155, LMG 8421, NCIMB 10696, NCTC 13020, AIP 10088","Environment, Soil###soil",,,#Environmental,#Terrestrial,#Soil
2710,,,,,,#Environmental,#Terrestrial,#Soil
2710,,,,,,#Environmental,#Terrestrial,#Soil
153740,"Clostridium sulfatireducens","CCUG 50825","Microalgae biomass from a thermal lake",Bolivia,"Middle and South America",#Host,#Algae,
153740,,,,,,#Environmental,#Aquatic,"#Thermal spring"
153740,,,,,,#Environmental,#Aquatic,"#Lake (large)"
2852,"Clostridium sulfidigenes","DSM 18982, ATCC BAA–1538","pond sediment",Germany,Europe,#Environmental,#Aquatic,#Sediment
2852,,,,,,#Environmental,#Aquatic,"#Pond (small)"
130249,"Clostridium swellfunianum","DSM 27788, CICC 10730, JCM 19606","Pit mud of the <I>Luzhou-flavor</I> liquor manufacturer###pit mud of the Chinese <i>Luzhou-flavor</i> liquor manufacturer",China,Asia,#Engineered,"#Food production",#Beverage
130249,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
130249,,,,,,#Engineered,"#Food production",#Fermented
130249,,,,,,#Engineered,"#Food production",#Beverage
130249,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
130249,,,,,,#Engineered,"#Food production",#Fermented
2851,"Clostridium tagluense","DSM 17763, KCTC 15160, VKM B-2369",permafrost,Canada,"North America",#Environmental,#Terrestrial,#Permafrost
2845,"Clostridium tepidiprofundi","DSM 19306, VKM B-2459, SG 508","deep-sea hydrothermal vent chimney","International waters",,#Condition,"#Thermophilic (>45°C)",
2845,,,,,,#Environmental,#Aquatic,#Marine
2845,,,,,,#Environmental,#Aquatic,"#Hydrothermal vent"
130929,"Clostridium tepidum","DSM 18688","solfataric muds",Italy,Europe,#Environmental,#Terrestrial,#Volcanic
130929,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2725,"Clostridium tetanomorphum","DSM 528, ATCC 15920",soil,,,#Environmental,#Terrestrial,#Soil
131153,"Clostridium thermoislandicum","DSM 18778","hot spring",Iceland,Europe,#Condition,"#Thermophilic (>45°C)",
131153,,,,,,#Environmental,#Aquatic,"#Thermal spring"
2814,"Clostridium tunisiense","DSM 15206, CIP 107666","Environment, Anaerobic mud of an olive mill waste water basin###anaerobic mud of an olive mill wastewater basin",Tunisia,Africa,#Condition,"#Anoxic (anaerobic)",
2814,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2814,,,,,,#Engineered,#Waste,"#Industrial wastewater"
2814,,,,,,#Engineered,#Industrial,
2814,,,,,,#Condition,"#Anoxic (anaerobic)",
2814,,,,,,#Environmental,#Terrestrial,"#Mud (Sludge)"
2814,,,,,,#Engineered,#Waste,"#Industrial wastewater"
2814,,,,,,#Engineered,#Industrial,
2796,"Clostridium uliginosum","DSM 12992, ATCC BAA-53","acidic peat bog",Germany,Europe,#Condition,#Acidic,
2796,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
2778,"Clostridium uzonii","DSM 9752, VKM B-1678","hot spring",Russia,Asia,#Condition,"#Thermophilic (>45°C)",
2778,,,,,,#Environmental,#Aquatic,"#Thermal spring"
2779,"Clostridium uzonii","DSM 9753, VKM B-1679","hot spring",Russia,Asia,#Condition,"#Thermophilic (>45°C)",
2779,,,,,,#Environmental,#Aquatic,"#Thermal spring"
2789,"Clostridium vincentii","DSM 10228","anaerobic sediment",,"Australia and Oceania",#Condition,"#Anoxic (anaerobic)",
2789,,,,,,#Environmental,#Aquatic,#Sediment
133778,"Cobetia amphilecti","KMM 3880, NRIC 0814, CCUG 49563","Sandy sediment###marine sediment",Russia,Asia,#Environmental,#Aquatic,#Sediment
133778,,,,,,#Environmental,#Aquatic,#Marine
133778,,,,,,#Environmental,#Aquatic,#Sediment
133778,,,,,,#Environmental,#Aquatic,#Marine
6002,"Cobetia marina","DSM 4741, ATCC 25374, JCM 21022, CCUG 49558, CECT 4278, CIP 104765, IAM 14107, LMG 2217, NBRC 102605, NCIMB 1877","Environment, Littoral seawater sample###Littoral water sample at Woods Hole###seawater","United States of America###USA","North America",#Environmental,#Aquatic,#Marine
6002,,,,,,#Environmental,#Aquatic,#Marine
6002,,,,,,#Environmental,#Aquatic,#Marine
6005,"Cobetia marina","DSM 50416, ATCC 27129, ICPB 3528, CCUG 16092, LMG 2218, CIP 74.10, JCM 20776, IAM 12928, NCIMB 1966","Environment, Seawater###Seawater,direct isolation with D-galactose###seawater","United States of America###USA","North America",#Environmental,#Aquatic,#Marine
6005,,,,,,#Environmental,#Aquatic,#Marine
6005,,,,,,#Environmental,#Aquatic,#Marine
143006,"Cobetia marina","CCUG 16095, ATCC 35142, JCM 21023, IAM 14108",Seawater,,,#Environmental,#Aquatic,#Marine
133777,"Cobetia marina","NRIC 0813, CCUG 49562, KMM 3879","Sandy sediment###marine sediment",Russia,Asia,#Environmental,#Aquatic,#Sediment
133777,,,,,,#Environmental,#Aquatic,#Marine
133777,,,,,,#Environmental,#Aquatic,#Sediment
133777,,,,,,#Environmental,#Aquatic,#Marine
153429,"Cobetia marina","CCUG 49561, KMM 3878","Sandy sediment",Russia,Asia,#Environmental,#Terrestrial,#Sediment
153429,,,,,,#Environmental,#Terrestrial,#Sandy
24507,"Cognatishimia maritima","DSM 28223, CCUG 60021, KCTC 23347","Seawater###sea water","Republic of Korea",Asia,#Environmental,#Aquatic,#Marine
24507,,,,,,#Environmental,#Aquatic,#Marine
13677,"Cognatiyoonia koreensis","DSM 17925, CIP 109899, KACC 11519","Environment, Sea sand###sea sand","Republic of Korea",Asia,#Environmental,#Terrestrial,#Sandy
13677,,,,,,#Environmental,#Aquatic,#Marine
13677,,,,,,#Environmental,#Terrestrial,#Sandy
13677,,,,,,#Environmental,#Aquatic,#Marine
131312,"Cognatiyoonia sediminum","DSM 28715, JCM 30120, MCCC 1K00257","Sediment of the northern Okinawa Trough###marine surface sediment at a water depth of 873.9 m",China,Asia,#Environmental,#Aquatic,#Sediment
131312,,,,,,#Environmental,#Aquatic,#Marine
131312,,,,,,#Environmental,#Aquatic,#Sediment
131312,,,,,,#Environmental,#Aquatic,#Marine
17664,"Cohaesibacter gelatinilyticus","DSM 18289, KCCM 42319","surface of coastal seawater","Republic of Korea",Asia,#Environmental,#Terrestrial,#Coast
17664,,,,,,#Environmental,#Aquatic,"#Surface water"
17664,,,,,,#Environmental,#Aquatic,#Marine
133627,"Cohaesibacter marisflavi","CGMCC 1.9157, NCCB 100300, DQHS 21","marine sediment",,,#Environmental,#Aquatic,#Sediment
133627,,,,,,#Environmental,#Aquatic,#Marine
158570,"Cohnella algarum","KACC 19279, JCM 32033","Freshwater green alga, <I>Paulinella chromatophora</I>, from a water reservoir###freshwater green alga P. chromatophora","Republic of Korea",Asia,#Host,#Algae,"#Green algae"
158570,,,,,,#Environmental,#Aquatic,#Freshwater
158570,,,,,,#Host,#Algae,"#Green algae"
158570,,,,,,#Environmental,#Aquatic,#Freshwater
23174,"Cohnella arctica","DSM 26756, CCTCC AB 2010228, NRRL B-59459","soil, Arctic tundra",Norway,Europe,#Climate,#Cold,#Tundra
23174,,,,,,#Environmental,#Terrestrial,#Tundra
23174,,,,,,#Environmental,#Terrestrial,#Soil
11456,"Cohnella boryungensis","DSM 26489, CCUG 59598, KCTC 13735","From soil around a coast at Boryung###soil","Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
11456,,,,,,#Environmental,#Terrestrial,#Soil
11456,,,,,,#Environmental,#Terrestrial,#Soil
11457,"Cohnella cellulosilytica","DSM 26488, KCTC 13645, PCU 32, TISTR 1996, PCU 323","From soil, buffalo faeces###soil, buffalo faeces",Thailand,Asia,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
11457,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
11457,,,,,,#Environmental,#Terrestrial,#Soil
11457,,,,,,"#Host Body Product","#Gastrointestinal tract","#Feces (Stool)"
11457,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
11457,,,,,,#Environmental,#Terrestrial,#Soil
11450,"Cohnella fontinalis","DSM 21753, NBRC 104957","fresh water of a fountain",Japan,Asia,#Environmental,#Aquatic,#Freshwater
133908,"Cohnella formosensis","JCM 18405, BCRC 80428","Rhizosphere soil of <I>Medicago sativa</I> L. at an agricultural farmland, (23.058183° N 120.336715° E)###soil","Taiwan, Province of China",Asia,#Environmental,#Terrestrial,#Soil
133908,,,,,,#Environmental,#Terrestrial,#Soil
11445,"Cohnella ginsengisoli","DSM 18997, KACC 11771","ginseng soil","Republic of Korea",Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11445,,,,,,#Environmental,#Terrestrial,#Soil
158415,"Cohnella kolymensis","DSM 104983, VKM B-2846","permafrost sediment###Permafrost sampling",Russia,Asia,#Environmental,#Terrestrial,#Permafrost
158415,,,,,,#Environmental,#Terrestrial,#Permafrost
11448,"Cohnella laeviribosi","DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987","From soil###Soil,volcanic area###soil, volcanic area","Republic of Korea###Indonesia",Asia,#Environmental,#Terrestrial,#Volcanic
11448,,,,,,#Environmental,#Terrestrial,#Soil
11448,,,,,,#Environmental,#Terrestrial,#Volcanic
11448,,,,,,#Environmental,#Terrestrial,#Soil
11448,,,,,,#Environmental,#Terrestrial,#Volcanic
11448,,,,,,#Environmental,#Terrestrial,#Soil
11451,"Cohnella luojiensis","DSM 24270, CCTCC AB 208254, NRRL B-59213","soil of a Euphrates poplar forest",China,Asia,#Host,#Plants,#Tree
11451,,,,,,#Environmental,#Terrestrial,#Soil
11451,,,,,,#Environmental,#Terrestrial,#Forest
130509,"Cohnella nanjingensis","DSM 28246, CCTCC AB 2014067",soil,China,Asia,#Environmental,#Terrestrial,#Soil
11449,"Cohnella panacarvi","DSM 18696, KCTC 13060, Gsoil 349","From soil, ginseng field###soil, ginseng field","Republic of Korea",Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11449,,,,,,#Environmental,#Terrestrial,#Soil
11449,,,,,,#Engineered,#Agriculture,#Field
11449,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11449,,,,,,#Environmental,#Terrestrial,#Soil
11449,,,,,,#Engineered,#Agriculture,#Field
11455,"Cohnella plantaginis","DSM 25424, CGMCC 1.12047","plantain rhizosphere soil",China,Asia,"#Host Body-Site",#Plant,#Rhizosphere
11455,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11455,,,,,,#Environmental,#Terrestrial,#Soil
141089,"Cohnella saccharovorans","KACC 17501, JCM 19227","Soil of a ginseng field located in Anseong###soil of a ginseng field located in Anseong, Korea","Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
141089,,,,,,#Engineered,#Agriculture,#Field
141089,,,,,,#Environmental,#Terrestrial,#Soil
141089,,,,,,#Engineered,#Agriculture,#Field
11444,"Cohnella soli","DSM 25951, KACC 13346, NBRC 106486",soil,"Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
140040,"Cohnella sp.","DSM 18996, KACC 11769","greenhouse soil","Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
140040,,,,,,#Engineered,#Agriculture,#Greenhouse
11454,"Cohnella suwonensis","DSM 25950, KACC 13347, NBRC 106485",soil,"Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
133583,"Cohnella terrae","KCTC 22295, PCU 310, TISTR 1892","From soil###soil",Thailand,Asia,#Environmental,#Terrestrial,#Soil
133583,,,,,,#Environmental,#Terrestrial,#Soil
11452,"Cohnella thailandensis","DSM 25241, KCTC 22296, PCU 306, TISTR 1890","From soil###soil",Thailand,Asia,#Environmental,#Terrestrial,#Soil
11452,,,,,,#Environmental,#Terrestrial,#Soil
11453,"Cohnella xylanilytica","DSM 25239, KCTC 22294, PCU 309, TISTR 1891","From soil###soil",Thailand,Asia,#Environmental,#Terrestrial,#Soil
11453,,,,,,#Environmental,#Terrestrial,#Soil
11446,"Cohnella yongneupensis","DSM 18998, KACC 11768","wetland soil at 1200-1280 m above sea level","Republic of Korea",Asia,#Environmental,#Terrestrial,"#Wetland (Swamp)"
11446,,,,,,#Environmental,#Terrestrial,#Soil
158408,"Collimonas antrihumi","DSM 104040, KACC 19055","soil of a natural cave###soil at the entrance of natural cave","Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
158408,,,,,,#Environmental,#Terrestrial,#Geologic
158408,,,,,,#Environmental,#Terrestrial,#Soil
158408,,,,,,#Environmental,#Terrestrial,#Geologic
11310,"Collimonas arenae","DSM 21398, CCUG 54727, LMG 23964, NCCB 100031, TER Ter10, TER 10, UCCCB19","(Semi-)Natural grassland###(Semi-)natural grasslands###Acidic dune grassland soil",Netherlands,Europe,#Condition,#Acidic,
11310,,,,,,#Environmental,#Terrestrial,#Soil
11310,,,,,,#Environmental,#Terrestrial,#Grassland
11310,,,,,,#Condition,#Acidic,
11310,,,,,,#Environmental,#Terrestrial,#Soil
11310,,,,,,#Environmental,#Terrestrial,#Grassland
11310,,,,,,#Condition,#Acidic,
11310,,,,,,#Environmental,#Terrestrial,#Soil
11310,,,,,,#Environmental,#Terrestrial,#Grassland
11308,"Collimonas fungivorans","CCUG 48868, DSM 17622, LMG 21973, NCCB 100033, TER Ter6, TER 6, UCCCB6, CIP 108645","Environment, Soil, dune###Dune soil###Soil,slightly acidic dune soil###dune soil with Marram grass tussocks",Netherlands,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11308,,,,,,#Environmental,#Terrestrial,#Soil
11308,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11308,,,,,,#Environmental,#Terrestrial,#Soil
11308,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11308,,,,,,#Environmental,#Terrestrial,#Soil
11308,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
11308,,,,,,#Environmental,#Terrestrial,#Soil
11311,"Collimonas pratensis","DSM 21399, CCUG 54728, LMG 23965, TER Ter91, TER 91, UCCCB20, CTO 91","(Semi-)Natural grassland###(Semi-)natural grasslands###Acidic dune grassland soil",Netherlands,Europe,#Condition,#Acidic,
11311,,,,,,#Environmental,#Terrestrial,#Soil
11311,,,,,,#Environmental,#Terrestrial,#Grassland
11311,,,,,,#Condition,#Acidic,
11311,,,,,,#Environmental,#Terrestrial,#Soil
11311,,,,,,#Environmental,#Terrestrial,#Grassland
11311,,,,,,#Condition,#Acidic,
11311,,,,,,#Environmental,#Terrestrial,#Soil
11311,,,,,,#Environmental,#Terrestrial,#Grassland
11309,"Collimonas sp.","DSM 21307, KACC 12730",soil,"Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
130502,"Collimonas sp.","DSM 19431, KACC 12609",soil,"Republic of Korea",Asia,#Environmental,#Terrestrial,#Soil
2877,"Colwellia aestuarii","DSM 17314, KCTC 12480, SMK 10","From gaetbul###Saemankum tidal flat","Republic of Korea",Asia,#Environmental,#Terrestrial,"#Tidal flat"
2877,,,,,,#Environmental,#Terrestrial,"#Tidal flat"
158534,"Colwellia beringensis","MCCC 1A11668, KCTC 52554","Marine sediment###marine sediment sample","China###Pacific Ocean",Asia,#Environmental,#Aquatic,#Sediment
158534,,,,,,#Environmental,#Aquatic,#Marine
158534,,,,,,#Environmental,#Aquatic,#Sediment
158534,,,,,,#Environmental,#Aquatic,#Marine
2879,"Colwellia chukchiensis","DSM 22576, CGMCC 1.9127, LMG 25329","sea water (60 m water depth)",,,#Environmental,#Aquatic,#Marine
133405,"Colwellia marinimaniae","ATCC TSD-5, JCM 30270","decaying Hirondellea gigas amphipod from 10918 m depth",,,#Host,#Other,"#Decomposing animal"
133405,,,,,,#Host,#Arthropoda,#Crustacea
133405,,,,,,#Environmental,#Aquatic,
2876,"Colwellia maris","DSM 16033, CIP 106458, JCM 10085","Environment, Sea water###Seawater###seawater off Okhotsuku Sea",Japan,Asia,#Environmental,#Aquatic,#Marine
2876,,,,,,#Environmental,#Aquatic,#Marine
2876,,,,,,#Environmental,#Aquatic,#Marine
133697,"Colwellia piezophila","JCM 11831, ATCC BAA-637","Sediment collected from the bottom of a small canyon on the Japan Trench###marine sediment",,,#Environmental,#Aquatic,#Sediment
133697,,,,,,#Environmental,#Aquatic,#Marine
133697,,,,,,#Environmental,#Aquatic,#Sediment
133697,,,,,,#Environmental,#Aquatic,#Marine
134336,"Colwellia polaris","CGMCC 1.6132, JCM 13952","Sea ice collected from the Canadian Basin in the Arctic Ocean###sea-ice samples",,,#Environmental,#Aquatic,#Marine
134336,,,,,,#Environmental,#Aquatic,#Ice
134336,,,,,,#Environmental,#Aquatic,#Marine
134336,,,,,,#Environmental,#Aquatic,#Ice
140622,"Colwellia sediminilitoris","KCTC 52213, NBRC 111994","tidal flat","Republic of Korea",Asia,#Environmental,#Terrestrial,"#Tidal flat"
23865,"Colwellia sp.","DSM 17340","Marine sediments",Argentina,"Middle and South America",#Environmental,#Aquatic,#Sediment
23865,,,,,,#Environmental,#Aquatic,#Marine
23866,"Colwellia sp.","DSM 17341","Marine sediment",Argentina,"Middle and South America",#Environmental,#Aquatic,#Sediment
23866,,,,,,#Environmental,#Aquatic,#Marine
158653,"Comamonas aquatilis","CIP 111491, CCM 8815, DSM 106034","garden pond###Environment###swab sample from a garden pond",Germany,Europe,#Environmental,#Aquatic,"#Pond (small)"
158653,,,,,,#Engineered,#Agriculture,#Garden
158653,,,,,,#Environmental,#Aquatic,"#Pond (small)"
158653,,,,,,#Engineered,#Agriculture,#Garden
158653,,,,,,#Environmental,#Aquatic,"#Pond (small)"
158653,,,,,,#Engineered,#Agriculture,#Garden
150471,"Comamonas denitrificans","CCUG 41376","Environment ?",Sweden,Europe,#Environmental,,
132144,"Comamonas guangdongensis","DSM 103041, CCTCC AB 2011133, KACC 16241, CY 01","subterranean forest sediment",China,Asia,#Environmental,#Terrestrial,#Sediment
132144,,,,,,#Environmental,#Terrestrial,#Forest
130256,"Comamonas humi","DSM 28451, JCM 19903","Soil sample collected in an urban area in Machida###soil from an urban area",Japan,Asia,#Environmental,#Terrestrial,#Soil
130256,,,,,,#Environmental,#Terrestrial,#Soil
130254,"Comamonas jiangduensis","DSM 100319, CCTCC AB 2012033, KACC 16697","soil from rice field",China,Asia,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
130254,,,,,,#Environmental,#Terrestrial,#Soil
130254,,,,,,#Engineered,#Agriculture,#Field
2934,"Comamonas koreensis","DSM 18232, IMSNU 11158, KCTC 12005, CIP 108012","Environment, Soil, Woopo wetland###From a wetland sample collected from Woopo###sediment from wetland","Republic of Korea",Asia,#Environmental,#Terrestrial,"#Wetland (Swamp)"
2934,,,,,,#Environmental,#Aquatic,#Sediment
2934,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
2934,,,,,,#Environmental,#Aquatic,#Sediment
2934,,,,,,#Environmental,#Terrestrial,"#Wetland (Swamp)"
2934,,,,,,#Environmental,#Aquatic,#Sediment
132361,"Comamonas phosphati","DSM 26017, CGMCC 1.12294","phosphate rock powder samples from a phosphate-mining field###phosphate rock powder at a phosphate-mining field",China,Asia,#Environmental,#Terrestrial,#Geologic
